-0.000249634 3.99407e-25 -7.15207e-11
-0.00024939 7.86542e-26 -1.14685e-10
-0.000249146 -1.49648e-24 -1.37455e-10
-0.000248902 -4.50959e-24 -1.33316e-10
-0.000248658 -8.67357e-24 -1.00852e-10
-0.000248414 -1.31812e-23 -4.44571e-11
-0.00024817 -1.67533e-23 2.61157e-11
-0.000247926 -1.78053e-23 9.73545e-11
-0.000247682 -1.47418e-23 1.54495e-10
-0.000247438 -6.36267e-24 1.84485e-10
-0.000247194 7.66397e-24 1.78822e-10
-0.00024695 2.63468e-23 1.35675e-10
-0.000246706 4.70484e-23 6.07974e-11
-0.000246462 6.54308e-23 -3.30515e-11
-0.000246218 7.57991e-23 -1.28171e-10
-0.000245974 7.19317e-23 -2.05153e-10
-0.00024573 4.84062e-23 -2.46716e-10
-0.000245486 2.30762e-24 -2.41406e-10
-0.000245242 -6.49369e-23 -1.86389e-10
-0.000244998 -1.45999e-22 -8.87161e-11
-0.000244754 -2.26876e-22 3.53275e-11
-0.00024451 -2.87434e-22 1.62792e-10
-0.000244265 -3.03723e-22 2.68173e-10
-0.000244021 -2.52243e-22 3.2836e-10
-0.000243777 -1.15963e-22 3.27475e-10
-0.000243533 1.08636e-22 2.60635e-10
-0.000243289 4.04813e-22 1.35792e-10
-0.000243045 7.30894e-22 -2.68436e-11
-0.000242801 1.01974e-21 -1.97886e-10
-0.000242557 1.18427e-21 -3.4391e-10
-0.000242313 1.1303e-21 -4.33782e-10
-0.000242069 7.76611e-22 -4.45024e-10
-0.000241825 8.04913e-23 -3.68942e-10
-0.000241581 -9.35282e-22 -2.13418e-10
-0.000241337 -2.16e-21 -2.64464e-12
-0.000241093 -3.38455e-21 2.26368e-10
-0.000240849 -4.31065e-21 4.30073e-10
-0.000240605 -4.58574e-21 5.6642e-10
-0.000240361 -3.86599e-21 6.03201e-10
-0.000240117 -1.9037e-21 5.25104e-10
-0.000239873 1.35178e-21 3.38002e-10
-0.000239629 5.65877e-21 6.94463e-11
-0.000239385 1.04191e-20 -2.35011e-10
-0.000239141 1.46737e-20 -5.19259e-10
-0.000238897 1.71838e-20 -7.2666e-10
-0.000238653 1.66141e-20 -8.10943e-10
-0.000238409 1.18151e-20 -7.45903e-10
-0.000238165 2.1778e-21 -5.31975e-10
-0.000237921 -1.19958e-20 -1.9819e-10
-0.000237677 -2.91886e-20 2.012e-10
-0.000237433 -4.65321e-20 5.95154e-10
-0.000237189 -5.99394e-20 9.08101e-10
-0.000236945 -6.45862e-20 1.07397e-09
-0.000236701 -5.57638e-20 1.04946e-09
-0.000236457 -3.00542e-20 8.23933e-10
-0.000236213 1.33275e-20 4.23957e-10
-0.000235969 7.12759e-20 -8.89352e-11
-0.000235725 1.35958e-19 -6.27161e-10
-0.000235481 1.94767e-19 -1.09158e-09
-0.000235237 2.31394e-19 -1.38918e-09
-0.000234993 2.28218e-19 -1.45099e-09
-0.000234749 1.6995e-19 -1.24671e-09
-0.000234505 4.81997e-20 -7.93258e-10
-0.000234261 -1.33789e-19 -1.55225e-10
-0.000234017 -3.57269e-19 5.63591e-10
-0.000233773 -5.86259e-19 1.23644e-09
-0.000233529 -7.69191e-19 1.7353e-09
-0.000233285 -8.449e-19 1.95443e-09
-0.000233041 -7.5322e-19 1.83142e-09
-0.000232796 -4.49508e-19 1.36189e-09
-0.000232552 7.8791e-20 6.04649e-10
-0.000232308 7.96659e-19 -3.24424e-10
-0.000232064 1.61113e-18 -1.26924e-09
-0.00023182 2.37049e-18 -2.05895e-09
-0.000231576 2.87684e-18 -2.53787e-09
-0.000231332 2.9144e-18 -2.59481e-09
-0.000231088 2.29277e-18 -2.1865e-09
-0.000230844 9.01014e-19 -1.35037e-09
-0.0002306 -1.23614e-18 -2.0373e-10
-0.000230356 -3.91206e-18 1.07138e-09
-0.000230112 -6.71664e-18 2.25613e-09
-0.000229868 -9.05364e-18 3.13135e-09
-0.000229624 -1.02077e-17 3.51664e-09
-0.00022938 -9.4641e-18 3.30531e-09
-0.000229136 -6.2738e-18 2.4888e-09
-0.000228892 -4.41826e-19 1.16527e-09
-0.000228648 7.69496e-18 -4.69939e-10
-0.000228404 1.7146e-17 -2.15179e-09
-0.00022816 2.62501e-17 -3.58719e-09
-0.000227916 3.28053e-17 -4.50451e-09
-0.000227672 3.43717e-17 -4.7028e-09
-0.000227428 2.87393e-17 -4.09211e-09
-0.000227184 1.45163e-17 -2.71724e-09
-0.00022694 -8.25322e-18 -7.59597e-10
-0.000226696 -3.75732e-17 1.48449e-09
-0.000226452 -6.92339e-17 3.64696e-09
-0.000226208 -9.69587e-17 5.34665e-09
-0.000225964 -1.13072e-16 6.25422e-09
-0.00022572 -1.09724e-16 6.15272e-09
-0.000225476 -8.06018e-17 4.98292e-09
-0.000225232 -2.28983e-17 2.86478e-09
-0.000224988 6.07928e-17 8.96687e-11
-0.000224744 1.61129e-16 -2.91725e-09
-0.0002245 2.61702e-16 -5.66003e-09
-0.000224256 3.402e-16 -7.65137e-09
-0.000224012 3.713e-16 -8.496e-09
-0.000223768 3.31251e-16 -7.96421e-09
-0.000223524 2.03728e-16 -6.04241e-09
-0.00022328 -1.39359e-17 -2.95068e-09
-0.000223036 -3.05367e-16 8.77754e-10
-0.000222792 -6.3214e-16 4.85436e-09
-0.000222548 -9.34621e-16 8.32298e-09
-0.000222304 -1.13779e-15 1.06649e-08
-0.00022206 -1.16251e-15 1.14047e-08
-0.000221816 -9.41537e-16 1.02995e-08
-0.000221571 -4.38408e-16 7.39555e-09
-0.000221327 3.33994e-16 3.04095e-09
-0.000221083 1.29945e-15 -2.15117e-09
-0.000220839 2.31356e-15 -7.38517e-09
-0.000220595 3.17226e-15 -1.18014e-08
-0.000220351 3.63622e-15 -1.46128e-08
-0.000220107 3.4712e-15 -1.52393e-08
-0.000219863 2.50074e-15 -1.3417e-08
-0.000219619 6.63832e-16 -9.26276e-09
-0.000219375 -1.93338e-15 -3.28202e-09
-0.000219131 -4.98514e-15 3.68687e-09
-0.000218887 -7.98621e-15 1.05856e-08
-0.000218643 -1.02752e-14 1.62919e-08
-0.000218399 -1.11262e-14 1.97963e-08
-0.000218155 -9.88329e-15 2.03728e-08
-0.000217911 -6.12519e-15 1.77144e-08
-0.000217667 1.68805e-16 1.20115e-08
-0.000217423 8.48441e-15 3.95501e-09
-0.000217179 1.77099e-14 -5.33947e-09
-0.000216935 2.61816e-14 -1.44805e-08
-0.000216691 3.18615e-14 -2.20033e-08
-0.000216447 3.26518e-14 -2.65966e-08
-0.000216203 2.68214e-14 -2.73209e-08
-0.000215959 1.3489e-14 -2.37817e-08
-0.000215715 -6.92239e-15 -1.62285e-08
-0.000215471 -3.23651e-14 -5.55896e-09
-0.000215227 -5.90902e-14 6.77771e-09
-0.000214983 -8.19069e-14 1.89707e-08
-0.000214739 -9.48258e-14 2.91054e-08
-0.000214495 -9.20686e-14 3.5455e-08
-0.000214251 -6.93435e-14 3.67608e-08
-0.000214007 -2.51988e-14 3.24588e-08
-0.000213763 3.78061e-14 2.28134e-08
-0.000213519 1.12413e-13 8.93175e-09
-0.000213275 1.86748e-13 -7.35019e-09
-0.000213031 2.45397e-13 -2.37014e-08
-0.000212787 2.71528e-13 -3.76198e-08
-0.000212543 2.49953e-13 -4.68032e-08
-0.000212299 1.70751e-13 -4.95138e-08
-0.000212055 3.28795e-14 -4.488e-08
-0.000211811 -1.52989e-13 -3.30854e-08
-0.000211567 -3.63203e-13 -1.54112e-08
-0.000211323 -5.62172e-13 5.88538e-09
-0.000211079 -7.06159e-13 2.78471e-08
-0.000210835 -7.49836e-13 4.72154e-08
-0.000210591 -6.55061e-13 6.08993e-08
-0.000210347 -4.00702e-13 6.64497e-08
-0.000210102 8.18837e-15 6.24659e-08
-0.000209858 5.33916e-13 4.88741e-08
-0.000209614 1.10447e-12 2.70235e-08
-0.00020937 1.61834e-12 -4.19933e-10
-0.000209126 1.95662e-12 -2.97833e-08
-0.000208882 2.00203e-12 -5.68628e-08
-0.000208638 1.66288e-12 -7.75086e-08
-0.000208394 8.98544e-13 -8.82379e-08
-0.00020815 -2.58269e-13 -8.67885e-08
-0.000207906 -1.68784e-12 -7.25279e-08
-0.000207662 -3.18338e-12 -4.66509e-08
-0.000207418 -4.46828e-12 -1.21232e-08
-0.000207174 -5.23194e-12 2.6636e-08
-0.00020693 -5.18197e-12 6.42998e-08
-0.000206686 -4.10676e-12 9.53463e-08
-0.000206442 -1.93882e-12 1.14841e-07
-0.000206198 1.19358e-12 1.19185e-07
-0.000205954 4.93958e-12 1.06715e-07
-0.00020571 8.73556e-12 7.8065e-08
-0.000205466 1.18593e-11 3.6223e-08
-0.000205222 1.3529e-11 -1.37477e-08
-0.000204978 1.304e-11 -6.52946e-08
-0.000204734 9.92094e-12 -1.11212e-07
-0.00020449 4.08558e-12 -1.44617e-07
-0.000204246 -4.05236e-12 -1.59943e-07
-0.000204002 -1.35311e-11 -1.53805e-07
-0.000203758 -2.28869e-11 -1.25611e-07
-0.000203514 -3.03078e-11 -7.78196e-08
