-0.0149927 5.83751e-05
-0.0149854 0.000129868
-0.014978 7.10106e-05
-0.0149707 2.77405e-05
-0.0149634 5.36298e-05
-0.0149561 0.000107134
-0.0149487 7.84474e-05
-0.0149414 3.79565e-05
-0.0149341 9.7363e-05
-0.0149268 0.000105905
-0.0149195 6.86706e-05
-0.0149121 3.21683e-05
-0.0149048 9.73505e-05
-0.0148975 0.000157071
-0.0148902 8.39585e-05
-0.0148829 1.34929e-06
-0.0148755 7.60677e-05
-0.0148682 0.000176477
-0.0148609 9.73823e-05
-0.0148536 2.48377e-05
-0.0148462 5.93358e-05
-0.0148389 0.00011353
-0.0148316 0.000122704
-0.0148243 3.98597e-05
-0.014817 5.82826e-05
-0.0148096 0.000104043
-0.0148023 7.47499e-05
-0.014795 3.89839e-05
-0.0147877 6.6248e-05
-0.0147804 0.000120547
-0.014773 6.22324e-05
-0.0147657 6.95283e-06
-0.0147584 5.5168e-05
-0.0147511 0.000136746
-0.0147437 7.52759e-05
-0.0147364 1.52817e-05
-0.0147291 4.47777e-05
-0.0147218 0.000112656
-0.0147145 9.56561e-05
-0.0147071 3.76256e-05
-0.0146998 6.84685e-05
-0.0146925 0.000105366
-0.0146852 8.53143e-05
-0.0146779 3.85662e-05
-0.0146705 9.48741e-05
-0.0146632 0.000135726
-0.0146559 9.40069e-05
-0.0146486 1.14939e-05
-0.0146412 7.14983e-05
-0.0146339 0.000185707
-0.0146266 0.000100153
-0.0146193 1.86323e-05
-0.014612 5.5416e-05
-0.0146046 0.000129043
-0.0145973 0.000137779
-0.01459 4.39624e-05
-0.0145827 3.86662e-05
-0.0145754 0.000101533
-0.014568 0.000106509
-0.0145607 4.63974e-05
-0.0145534 5.71751e-05
-0.0145461 0.000109279
-0.0145387 6.81493e-05
-0.0145314 2.5007e-05
-0.0145241 5.06443e-05
-0.0145168 0.000134134
-0.0145095 7.81738e-05
-0.0145021 6.98536e-06
-0.0144948 4.27765e-05
-0.0144875 0.000117716
-0.0144802 0.00010529
-0.0144728 3.54343e-05
-0.0144655 4.24816e-05
-0.0144582 0.000105878
-0.0144509 0.00010603
-0.0144436 4.31425e-05
-0.0144362 8.29582e-05
-0.0144289 0.000117435
-0.0144216 0.000104417
-0.0144143 2.82178e-05
-0.014407 6.99379e-05
-0.0143996 0.000178165
-0.0143923 0.000107421
-0.014385 1.75703e-05
-0.0143777 5.40839e-05
-0.0143703 0.000148785
-0.014363 0.000141162
-0.0143557 4.92155e-05
-0.0143484 2.486e-05
-0.0143411 0.000100774
-0.0143337 0.000141853
-0.0143264 5.19042e-05
-0.0143191 4.27423e-05
-0.0143118 9.90372e-05
-0.0143045 8.11517e-05
-0.0142971 4.69901e-05
-0.0142898 4.60865e-05
-0.0142825 0.000121853
-0.0142752 7.99249e-05
-0.0142678 1.00528e-05
-0.0142605 4.23199e-05
-0.0142532 0.000120515
-0.0142459 0.000107633
-0.0142386 3.00669e-05
-0.0142312 2.68582e-05
-0.0142239 0.000104662
-0.0142166 0.000125669
-0.0142093 4.65378e-05
-0.014202 6.10327e-05
-0.0141946 0.00010614
-0.0141873 0.000116144
-0.01418 4.58941e-05
-0.0141727 6.9589e-05
-0.0141653 0.000156436
-0.014158 0.000118332
-0.0141507 2.55351e-05
-0.0141434 5.35798e-05
-0.0141361 0.000165562
