-0.0149927 2.94587e-07
-0.0149854 7.87549e-07
-0.014978 7.53523e-07
-0.0149707 3.25716e-07
-0.0149634 1.06169e-07
-0.0149561 3.07917e-07
-0.0149487 6.4179e-07
-0.0149414 7.08437e-07
-0.0149341 5.467e-07
-0.0149268 2.58003e-07
-0.0149195 1.83931e-07
-0.0149121 4.50837e-07
-0.0149048 8.14747e-07
-0.0148975 7.68588e-07
-0.0148902 2.64399e-07
-0.0148829 3.04636e-08
-0.0148755 3.98741e-07
-0.0148682 9.14646e-07
-0.0148609 7.83143e-07
-0.0148536 2.3843e-07
-0.0148462 2.23399e-08
-0.0148389 3.86519e-07
-0.0148316 8.06353e-07
-0.0148243 7.26593e-07
-0.014817 3.52298e-07
-0.0148096 8.03068e-08
-0.0148023 2.51213e-07
-0.014795 6.28504e-07
-0.0147877 8.03367e-07
-0.0147804 5.08344e-07
-0.014773 6.45748e-08
-0.0147657 1.16005e-07
-0.0147584 6.07713e-07
-0.0147511 9.09543e-07
-0.0147437 5.4152e-07
-0.0147364 8.83317e-08
-0.0147291 1.81114e-07
-0.0147218 6.46957e-07
-0.0147145 8.34858e-07
-0.0147071 5.56645e-07
-0.0146998 3.20307e-07
-0.0146925 3.27184e-07
-0.0146852 5.12845e-07
-0.0146779 6.57072e-07
-0.0146705 7.37099e-07
-0.0146632 6.13227e-07
-0.0146559 3.08532e-07
-0.0146486 2.50328e-07
-0.0146412 5.98472e-07
-0.0146339 9.66986e-07
-0.0146266 7.03792e-07
-0.0146193 1.65858e-07
-0.014612 9.14537e-08
-0.0146046 6.27959e-07
-0.0145973 9.93556e-07
-0.01459 6.48779e-07
-0.0145827 1.22849e-07
-0.0145754 6.2661e-08
-0.014568 5.52621e-07
-0.0145607 8.75486e-07
-0.0145534 6.85629e-07
-0.0145461 1.98858e-07
-0.0145387 2.71195e-08
-0.0145314 4.20359e-07
-0.0145241 8.62783e-07
-0.0145168 8.06982e-07
-0.0145095 2.50387e-07
-0.0145021 2.94633e-08
-0.0144948 4.46763e-07
-0.0144875 9.35692e-07
-0.0144802 8.1331e-07
-0.0144728 3.1702e-07
-0.0144655 2.37419e-07
-0.0144582 5.80169e-07
-0.0144509 8.48263e-07
-0.0144436 7.15969e-07
-0.0144362 5.65701e-07
-0.0144289 5.53717e-07
-0.0144216 5.5114e-07
-0.0144143 5.68887e-07
-0.014407 7.24707e-07
-0.0143996 9.13858e-07
-0.0143923 6.84843e-07
-0.014385 3.1187e-07
