0 1 1 0
1e-06 0.9998 0.9999 0
2e-06 0.9992 0.9996 0
3e-06 0.998202 0.9991 0
4e-06 0.996805 0.998401 0
5e-06 0.995012 0.997503 0
6e-06 0.992826 0.996406 0
7e-06 0.990248 0.995112 0
8e-06 0.987282 0.99362 0
9e-06 0.983931 0.991933 0
1e-05 0.980199 0.99005 0
1.1e-05 0.97609 0.987973 0
1.2e-05 0.971611 0.985703 0
1.3e-05 0.966765 0.983242 0
1.4e-05 0.961558 0.980591 0
1.5e-05 0.955997 0.977751 0
1.6e-05 0.950089 0.974725 0
1.7e-05 0.943839 0.971514 0
1.8e-05 0.937255 0.968119 0
1.9e-05 0.930345 0.964544 0
2e-05 0.923116 0.960789 0
2.1e-05 0.915578 0.956858 0
2.2e-05 0.907738 0.952753 0
2.3e-05 0.899605 0.948475 0
2.4e-05 0.891188 0.944027 0
2.5e-05 0.882497 0.939413 0
2.6e-05 0.873541 0.934634 0
2.7e-05 0.864331 0.929694 0
2.8e-05 0.854875 0.924595 0
2.9e-05 0.845185 0.919339 0
3e-05 0.83527 0.913931 0
3.1e-05 0.825142 0.908373 0
3.2e-05 0.81481 0.902668 0
3.3e-05 0.804286 0.89682 0
3.4e-05 0.793581 0.890831 0
3.5e-05 0.782705 0.884706 0
3.6e-05 0.771669 0.878447 0
3.7e-05 0.760484 0.872057 0
3.8e-05 0.749162 0.865541 0
3.9e-05 0.737713 0.858902 0
4e-05 0.726149 0.852144 0
4.1e-05 0.71448 0.845269 0
4.2e-05 0.702718 0.838283 0
4.3e-05 0.690872 0.831187 0
4.4e-05 0.678955 0.823987 0
4.5e-05 0.666977 0.816686 0
4.6e-05 0.654948 0.809288 0
4.7e-05 0.642878 0.801797 0
4.8e-05 0.630779 0.794216 0
4.9e-05 0.61866 0.786549 0
5e-05 0.606531 0.778801 0
5.1e-05 0.594402 0.770974 0
5.2e-05 0.582282 0.763074 0
5.3e-05 0.570182 0.755104 0
5.4e-05 0.55811 0.747067 0
5.5e-05 0.546074 0.738968 0
5.6e-05 0.534085 0.730811 0
5.7e-05 0.52215 0.7226 0
5.8e-05 0.510278 0.714337 0
5.9e-05 0.498476 0.706028 0
6e-05 0.486752 0.697676 0
6.1e-05 0.475114 0.689285 0
6.2e-05 0.463569 0.680859 0
6.3e-05 0.452123 0.672401 0
6.4e-05 0.440784 0.663916 0
6.5e-05 0.429557 0.655406 0
6.6e-05 0.418449 0.646876 0
6.7e-05 0.407465 0.63833 0
6.8e-05 0.396611 0.62977 0
6.9e-05 0.385891 0.621201 0
7e-05 0.375311 0.612626 0
7.1e-05 0.364875 0.604049 0
7.2e-05 0.354588 0.595473 0
7.3e-05 0.344452 0.5869 0
7.4e-05 0.334473 0.578336 0
7.5e-05 0.324652 0.569783 0
7.6e-05 0.314995 0.561244 0
7.7e-05 0.305502 0.552722 0
7.8e-05 0.296176 0.544221 0
7.9e-05 0.287021 0.535743 0
8e-05 0.278037 0.527292 0
8.1e-05 0.269227 0.518871 0
8.2e-05 0.260592 0.510482 0
8.3e-05 0.252133 0.502128 0
8.4e-05 0.24385 0.493812 0
8.5e-05 0.235746 0.485537 0
8.6e-05 0.22782 0.477305 0
8.7e-05 0.220072 0.469118 0
8.8e-05 0.212503 0.46098 0
8.9e-05 0.205112 0.452893 0
9e-05 0.197899 0.444858 0
9.1e-05 0.190863 0.436879 0
9.2e-05 0.184004 0.428956 0
9.3e-05 0.17732 0.421094 0
9.4e-05 0.170811 0.413292 0
9.5e-05 0.164474 0.405555 0
9.6e-05 0.15831 0.397882 0
9.7e-05 0.152316 0.390276 0
9.8e-05 0.14649 0.38274 0
9.9e-05 0.14083 0.375274 0
0.0001 0.135335 0.367879 0
0.000101 0.130003 0.360559 0
0.000102 0.12483 0.353313 0
0.000103 0.119816 0.346144 0
0.000104 0.114957 0.339053 0
0.000105 0.110251 0.33204 0
